Station,Lat,Lon
JACKSONVILLE 5.9 SW,30.2765,-81.7304
LITTLE SNAKE RIVER,41.07,-106.94
CORYDON,38.218,-86.1183
PAHALA MAUKA 21.3,19.2037,-155.48579
REX 1 S,45.3033,-122.9133
SAN ANTONIO STINSON MUNICIPAL AP,29.3389,-98.472
VANDERVOORT 1 ENE,34.3827,-94.3608
PEOTONE,41.33383,-87.78908
COOKEVILLE 3.3 SSW,36.1153,-85.5332
DIALVILLE 2 W,31.8613,-95.262
WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,37.6475,-97.43
ROSSER,32.4611,-96.4494
ROXBORO 7 ESE,36.3464,-78.8858
OAKRIDGE FISH HATCHERY,43.7428,-122.4433
KEO,34.6033,-91.9927
MABEL,43.52433,-91.76141
FULTON 0.2 W,43.3165,-76.4185
NASHVILLE,33.9294,-93.8583
BULVERDE 4.2 ENE,29.7569,-98.3856
RUSKIN 1.8 ESE,27.7057,-82.4005
EAST PALATKA 3.5 NNW,29.6962,-81.6264
HUNTSVILLE MUNICIPAL AP,30.74389,-95.58611
MONTROSS 5.2 ESE,38.077,-76.7302
COALMONT,35.3684,-85.7014
SARASOTA 5.8 SE,27.261,-82.4885
LUFKIN ANGELINA COUNTY AP,31.23611,-94.75444
BOGG SPRINGS,34.3267,-94.4122
ZEPHYRHILLS NORTH 2.3 N,28.2839,-82.1614
KENTFIELD,37.9566,-122.5447
CALERA,33.0944,-86.7455
FRANKLIN BASIN,42.05,-111.6
HIGHLAND HOME #2,31.9477,-86.3131
SHELBYVILLE 3.1 ESE,35.4663,-86.4003
NEWTON 5 ENE,32.3378,-89.0703
NACOGDOCHES 9.5 NE,31.6985,-94.5236
SUTTON,44.6122,-72.0481
CHESTER 5.6 ESE,37.3312,-77.3375
ROYAL PALM RANGER STA,25.3866,-80.5936
UNIONTOWN,32.5505,-87.5309
ABERDEEN 5.6 ENE,33.8736,-88.4695
CAPE FLORIDA,25.6719,-80.1566
SHOALS 8 S,38.5529,-86.7944
QUITMAN 6.9 N,32.8949,-95.4354
ELKINS 1N,38.9267,-79.8295
WINCHESTER 3.9 W,35.1959,-86.1764
FOURMILE LAKE,42.44,-122.23
HIGH RIDGE,45.7,-118.11
MECHANICSVILLE 5 NE,38.4927,-76.7259
BEAUFORT MCAS,32.48333,-80.71667
BELLAIRE 4.2 W,29.6954,-95.53
PORTLAND WFO,45.5605,-122.5383
PORTLAND 2.5 SE,45.5116,-122.6201
SARDIS DAM,34.3961,-89.7902
CROSS MOUNTAIN 2.1 N,29.6749,-98.6535
OOLITIC PURDUE EX FRM,38.88782,-86.552
NEWTON EXP STATION,32.3377,-89.0816
HUNTSVILLE 5.9 SE,34.647,-86.553
NASHVILLE 1.0 NE,33.9518,-93.8396
LAKE MILLS,43.4177,-93.5347
NEW HILL,35.6808,-78.9158
CLAYTON 4.6 ESE,35.6169,-78.3846
BANNER ELK,36.1616,-81.8741
MAIZE 5.7 S,37.6916,-97.4797
HENDERSON 8 SSW,37.7558,-87.6455
SHEPHERDSVILLE 5NE,38.0544,-85.6241
PITTSBORO 6.2 NE,35.7915,-79.1074
WILLIAMSBURG 2 N,37.3017,-76.7039
MOUNT PLYMOUTH 0.2 WSW,28.799,-81.535
FALLS LAKE,35.9808,-78.6529
WEST POINT 2 NW,37.5658,-76.8
WEST PALM BEACH INTERNATIONAL AP,26.6847,-80.0994
SCOTTS HILL 2.8 NNW,35.5536,-88.267
POTWIN,37.9411,-97.0222
HOLLY SPRINGS 4 N,34.8223,-89.4348
EVERGREEN,31.4449,-86.9532
TELL CITY,37.953,-86.7747
MICANOPY 3.6 SSW,29.4571,-82.2998
LAKEVILLE,41.5269,-86.2692
NORRIS,36.213,-84.0602
GORDONSVILLE 1.4 ENE,36.1884,-85.9076
NEW BRAUNFELS 1.5 NNW,29.7236,-98.1278
BROOKNEAL,37.0679,-78.9517
CAMDEN 1.0 NNE,32.0166,-87.2904
OAKLAND 1 SE,39.41317,-79.40025
RALEIGH  AP,35.8923,-78.7819
LAUREL 0.8 N,37.646,-77.5048
ALLEGANY STATE PARK,42.1003,-78.7497
MC MINNVILLE,35.6723,-85.781
POWELL 1.0 SW,32.106,-96.3405
NEW BRAUNFELS 5.6 WNW,29.7333,-98.2043
DEVILS GARDEN,26.66388,-81.08998
TEXARKANA,33.4368,-94.0773
MOUNTAIN VIEW 5.5 W,35.8823,-92.209
DUNN 4 NW,35.3247,-78.6881
POPLAR BLUFF 7.4 NW,36.8238,-90.5179
WAKEFIELD 1NW,36.9839,-77.0078
MARLOW 0.0 S,32.2704,-81.3921
EDWARDSVILLE 2 W,38.80933,-90.00345
WINFIELD 9.8 NE,37.3689,-96.8431
COTTAGE GROVE 2E,43.7916,-123.0275
MED BOW,41.38,-106.35
BEE BRANCH 5.4 ENE,35.4755,-92.3039
SMITHFIELD 7.2 W,36.9859,-76.7486
TAMPA BAY AREA WFO,27.70532,-82.40092
WICHITA 7.4 W,37.691,-97.4777
ERIN 5.4 ESE,36.2852,-87.6136
RIDGE 1.0 N,38.1208,-76.3651
CORVALLIS STATE UNIVERSITY,44.6341,-123.19
SHERWOOD 0.8 NNW,34.8429,-92.2115
COOPERSTOWN,42.7166,-74.9266
FRIENDSVILLE 4.6 NE,35.8113,-84.0839
VANCOUVER 2.1 NW,45.6686,-122.6862
LEBANON 4.8 E,44.544,-122.807
LEXINGTON,35.6502,-88.3904
NORTH,37.4313,-76.4414
ORLANDO 4.9 N,28.5743,-81.3851
DIAMOND LAKE,43.19,-122.14
NEESES 7.0 SE,33.4656,-81.0397
CISCO 10.5 NW,32.4836,-99.1161
LEOPOLD 1.7 ESE,38.0917,-86.5556
LEAKESVILLE,31.1494,-88.555
PORTLAND KGW-TV,45.5181,-122.6894
ROCKFORD 3 ESE,32.8711,-86.1758
MOUSETAIL LANDING STATE PARK,35.65583,-88.00639
LUFKIN 3.0 SW,31.3034,-94.7627
LA FARGE,43.57341,-90.63203
OAKHURST 7.5 N,37.4415,-119.6316
ALBANY 3 SE,31.5338,-84.1488
FOREMAN,33.7222,-94.3975
CARTHAGE,32.1615,-94.3398
HOLDEN VILLAGE,48.1989,-120.7735
IDABEL 2.3 SE,33.879,-94.7901
WIMBERLEY 3.6 ENE,30.0175,-98.0485
LAKELAND 5.3 WNW,28.065,-82.0423
DORSET,41.68333,-80.66667
CLOVERDALE 3.2 ESE,38.781,-122.963
MOUNTAIN VIEW 7.4 NW,35.9324,-92.2192
CRAB ORCHARD 6 N,37.4902,-84.4375
HARMONY,43.5458,-92.0122
SUMMERVILLE 5.5 NNW,33.0775,-80.2177
MORO BAY STATE PARK,33.3014,-92.3658
AMES PLANTATION,35.1131,-89.2122
VIROQUA,43.5595,-90.876
BATESVILLE L&D 1,35.7595,-91.6384
WALKERTON 2 NW,37.7434,-77.04
COLGATE POWERHOUSE,39.3308,-121.1922
NEW BRAUNFELS 3.1 WNW,29.721,-98.1655
MOUNTAIN VIEW 12.7 ESE,35.8121,-91.8957
COOKEVILLE,36.1075,-85.5033
COWEETA EXP STATION,35.0604,-83.4301
MAYPEARL,32.3116,-97.0161
MAYPEARL 0.6 WSW,32.3117,-97.0159
LOOKOUT,47.46,-115.71
HERTFORD 5.2 SSE,36.1158,-76.4339
WILLISTON 4.3 NNW,33.4594,-81.4515
BLOWING ROCK 2.8 ENE,36.147,-81.6258
WYNNE,35.2547,-90.7965
SALEM,36.3561,-91.8036
PAW PAW 3.6 NNE,42.2658,-85.8619
WEST POINT,38.3775,-120.5452
CLEARBROOK,48.9672,-122.3291
NOXAPATER 3.3 WSW,32.9751,-89.117
ALTAMONT 3.9 NW,35.4611,-85.7858
MOUNTAIN VIEW 5.3 SE,35.8209,-92.0378
BREVARD,35.22844,-82.73575
WICHITA 7.4 NNW,37.7953,-97.3761
GREENVILLE,31.7901,-86.6087
PALESTINE 2 NE,31.78305,-95.60389
PALESTINE,31.78333,-95.65
VOLCANO 3.2 N,38.4882,-120.6313
LAKE WORTH 1.0 NNW,26.6331,-80.0661
BEATTYVILLE 4N,37.6336,-83.7161
MOUNTAIN VIEW 8.8 NW,35.947,-92.2358
LEBANON 6.0 SE,44.4815,-122.8085
HASTINGS 4NE,29.7652,-81.4697
ROGUE RIVER 4.1 NNW,42.4926,-123.1868
DARIEN 4.2 NNE,31.4247,-81.3958
MARION 1 NE,37.3441,-88.0658
SYLVAN SHORES 8.5 NE,27.405,-81.2461
HAMPTON 6.8 SE,33.479,-92.3705
TULLAHOMA,35.34528,-86.20889
LONGVIEW,32.4725,-94.7172
RALEIGH 6N,32.1432,-89.5524
MAYO,30.1063,-83.1819
PERRYSBURG,42.4647,-79.003
PALM SHORES 1.4 W,28.1882,-80.6805
CLARKSBURG 1,39.2682,-80.3522
LONGVIEW,46.1505,-122.9163
MOLALLA 7NE,45.1783,-122.5063
PRIDGEN,31.6953,-82.9239
LEBANON 2.7 SSE,36.1498,-86.306
ROCKY MOUNT,35.9516,-77.8189
ALICEVILLE,33.1272,-88.155
HOLLAND PATENT 1.5 WSW,43.2363,-75.2858
ALTA,40.5905,-111.6369
POULSBO 1NW,47.8061,-122.6516
POULSBO 4.8 N,47.8061,-122.6517
WASHINGTON 1.5 NW,38.6754,-87.19
CHARLESTON 2.0 S,32.7559,-79.9955
STENDAL,38.2691,-87.163
JUNO BEACH,26.86,-80.0552
POSTVILLE,43.09,-91.5581
NORTH LITTLE ROCK WFO,34.8353,-92.2596
POPLAR BLUFF MUNICIPAL AP,36.7725,-90.32472
PADUCAH BARKLEY REGIONAL AP,37.0563,-88.7744
TITUSVILLE,28.6243,-80.817
SUMMERVILLE 4.8 WSW,32.9827,-80.2583
JONESBORO MUNICIPAL AP,35.83111,-90.64639
TAMPA INTL AP,27.96194,-82.5403
SPRINGFIELD EXPERIMENT  STATION,36.471,-86.8415
HATTIEVILLE 5 NW,35.33846,-92.84907
PARSONS WATER PLANT,35.6082,-88.12
ST. JAMES WWTP,43.9904,-94.6123
MONTEREY,36.1482,-85.2649
BILLINGSLEY,32.6624,-86.7244
JONESVILLE 3.1 WSW,36.6725,-83.1678
BEDFORD 5 WNW,38.8882,-86.5707
RED ROCK 1.2 N,29.9765,-97.449
KAPALAMA 773,21.33889,-157.85806
AMELIA 0.3 SSW,39.0212,-84.2186
FARMINGTON,40.99,-111.82
SHERWOOD 1.8 NNW,34.8572,-92.2155
SPARTA WASTEWATER PLANT,35.9067,-85.4751
RICHMOND INTERNATIONAL  AP,37.51151,-77.32344
GUTHRIE 0.8 WNW,36.6534,-87.184
CLEARWATER 7.0 N,37.6075,-97.4946
KENLY 6.6 NW,35.6599,-78.2107
SEALY 0.3 WNW,29.7757,-96.1581
ATHENS 1.5 SE,34.7869,-86.9536
HILTON HEAD ISLAND 2.7 E,32.1897,-80.7007
HARTSVILLE 6.5 SE,36.3247,-86.0757
GRENADA 2.5 SSE,33.7432,-89.7989
FLOYDS KNOBS 1.7 NW,38.3432,-85.8951
MILLERSTOWN 4E,37.4335,-86.0089
GLADSTONE 2.6 N,39.2498,-94.561
APEX,35.7426,-78.8369
BETHPAGE 1 S,36.4583,-86.324
MANCHACA 2.1 ENE,30.1368,-97.8682
JACKSON JULIAN CARROLL AP,37.59139,-83.31444
JEFFERSON,32.7692,-94.3591
YAZOO CITY 5 NNE,32.9027,-90.3816
STUART,27.1897,-80.2397
NAALEHU 5.7 W,19.0732,-155.66319
CALMAR NE,43.1876,-91.862
PARIS 2 SE,36.2872,-88.2958
UNIVERSITY,34.3726,-89.5308
WILLIAMSBURG 3.2 WNW,37.2831,-76.7636
OAK HILL 2.8 WSW,28.8606,-80.8712
RAINIER 4.9 WNW,46.1062,-123.046
KNOB LICK 4S,37.0245,-85.6987
ATMORE,31.182,-87.439
STILLWATER RESERVOIR,43.8999,-75.0367
NAHUNTA 6NE,31.2738,-81.9197
PORTLAND 0.8 ENE,45.5416,-122.6401
OSAGE,43.2794,-92.8106
SUNSET,47.56,-115.82
EUREKA WFO WOODLEY ISLAND,40.8097,-124.1602
OAKLEY EXP STATION,32.2061,-90.5133
ARKADELPHIA,34.14333,-93.05889
DE LEON SPRINGS 1.3 NNW,29.1344,-81.3626
OCEAN CITY MUNICIPAL AP,38.30833,-75.12389
LONGVIEW 3.4 NE,32.5578,-94.7274
UNION CITY FILTRATION PLANT,41.9004,-79.861
CANAAN VALLEY #2,39.0483,-79.4406
EMERY CREEK,48.43,-113.94
IDABEL,33.93361,-94.82778
TARPON SPGS SEWAGE PL,28.1522,-82.7538
NEWNAN 7 WNW,33.3996,-84.915
MAMMOTH CAVE,37.1318,-86.1481
SAINT LEO,28.3378,-82.26
VALDOSTA REGIONAL AP,30.7825,-83.27667
SELDOVIA AIRPORT,59.44333,-151.70168
NORTH LITTLE ROCK 2.5 N,34.824,-92.2531
GUSTAVUS 2 NE,58.4292,-135.69
GLASGOW 1 SE,37.61838,-79.43575
SCOTT CITY 0.9 E,37.2235,-89.5166
PRINCESS ANNE 2.1 SSW,38.1745,-75.7066
WITTS SPRING,35.7692,-92.8696
REDDING 3.8 S,40.5181,-122.3692
CEDAREDGE 10.5 NNW,39.0392,-108.003
BOONEVILLE 12SW,37.3577,-83.7705
NEWTON 8 W,31.3127,-84.4706
JACKSON HAWKINS FIELD,32.33667,-90.22139
GADSDEN 4.9 SSE,35.7108,-88.959
CRYSTAL RIVER 5.3 NNE,28.9693,-82.5587
WILLIAMSBURG 1NW,36.7459,-84.1752
WAIMEA VALLEY  892.2,21.6369,-158.0536
WAYNESBORO 2 W,31.6773,-88.6709
BROKEN BOW 1 N,34.0497,-94.738
PEARLAND 4.4 W,29.5478,-95.3485
FERN RIDGE-VENETA,44.0494,-123.3702
SMITHVILLE,30.0093,-97.1644
MENA,34.5979,-94.29
LOUISBURG 10.6 SSE,35.9705,-78.1968
ALAMO 1 N,35.7977,-89.1176
NEW BRAUNFELS 10.0 W,29.6977,-98.2832
MENA 3.2 WNW,34.598,-94.2895
BOULDER CREEK 4.1 N,37.1953,-122.1406
RICHMOND HILL 0.5 NE,31.9455,-81.3002
MOUNT IDA,34.5467,-93.578
SCOTTSVILLE,36.7462,-86.2259
BLACK BEAR,44.51,-111.13
RALEIGH 5.9 ENE,35.8624,-78.5665
BATTIEST,34.385,-94.898
TENNESSEE RIDGE 1.4 SW,36.3087,-87.7842
ROCKY MOUNT 8 ESE,35.8936,-77.6806
THOMASVILLE 2 S,31.8814,-87.7367
GAYS MILLS,43.3145,-90.8486
BLACKVILLE 3 W,33.355,-81.3279
GRAND TARGHEE,43.78,-110.93
MILLTOWN 5.7 SSE,38.2626,-86.254
LAUREL SUMMIT,40.1692,-79.1411
YATES CENTER,37.88331,-95.72765
GEORGETOWN 5.8 W,38.6972,-75.4931
CHATHAM,36.8224,-79.4104
ARKANSAS POST,34.025,-91.3444
JOHNS ISLAND 1.8 NE,32.7216,-80.0088
BUCKATUNNA 1 NE,31.5475,-88.51722
CHAPEL HILL 1.5 NNW,35.9463,-79.0545
ENGLEWOOD 2.0 NNW,26.9865,-82.3654
AUSTIN BERGSTROM INTL AP,30.1831,-97.6799
DE KALB 0.1 SSW,33.5058,-94.6173
BRANDON 2.1 ESE,32.2685,-89.9701
TOKETEE FALLS,43.275,-122.4497
DISPUTANTA 6.3 NE,37.1926,-77.1491
BILLIE CREEK DIVIDE,42.41,-122.27
WEST PADUCAH 2W,37.0683,-88.7724
WALLACE 2 E,31.2099,-87.1788
PHILADELPHIA 1 WSW,32.7691,-89.1302
CLARKSVILLE OUTLAW AP,36.62389,-87.41944
TUNICA 2 N,34.7281,-90.3683
NASHVILLE 3.2 W,35.9713,-78.0134
HIGHMARKET,43.5752,-75.5207
DISMAL SWAMP,41.99,-120.18
HEBER SPRINGS 2 NE,35.5128,-91.9955
HAMLET,34.8872,-79.6922
SKYLINE RIDGE PRESERVE,37.3133,-122.185
MOUNT SHASTA,41.3325,-122.33278
EAST FLAT ROCK 0.5 NNE,35.291,-82.4143
CARNATION 3.3 N,47.6933,-121.9122
ELMA,43.2419,-92.4433
SAINT HELENA 4 WSW,38.493,-122.5383
SCIO 7.2 SSE,44.6153,-122.7747
ELIZABETH CITY COAST GUARD AIR STN,36.26056,-76.175
OAKWOOD 4.2 NE,31.6334,-95.8063
DURHAM 5.2 NW,36.0347,-78.9806
HOUSTON CLOVER FIELD,29.51889,-95.24167
KAPAKA FARM 904.1,21.603,-157.90221
STARKVILLE 5.3 S,33.3808,-88.8091
ELKTON 1SW,43.6425,-123.5828
DEQUEEN,34.0463,-94.348
YANCEYVILLE 4 SE,36.3773,-79.25502
SAINT JAMES CITY 0.4 SSE,26.4946,-82.0774
RALEIGH 8.4 N,35.9425,-78.6812
LOS GATOS 5.4 SSW,37.156,-121.9875
ORLANDO INTL AP,28.4339,-81.325
MIDDLETOWN,38.7521,-122.61677
LYNXVILLE DAM 9,43.2118,-91.0985
DES ARC,34.9772,-91.4978
BATESVILLE 2.2 SSE,34.2889,-89.9269
CORNING,36.4197,-90.5858
PINE BLUFF GRIDER FLD,34.175,-91.93472
BEAVERDAM 4.3 ESE,37.9098,-77.5855
NOLIN RIVER LAKE,37.2791,-86.2491
ZWOLLE 2 NW,31.6598,-93.6633
HUNTINGDON WATER PLANT,36.0027,-88.4252
VANCOUVER 4 NNE,45.6778,-122.651
LIBERTY 1.1 SE,37.3053,-84.9183
RIVERSIDE 2.0 WNW,30.856,-95.4309
GENOA DAM 8,43.5705,-91.2295
TALBERT 1.9 ESE,37.4124,-83.4255
ATLANTA,33.1244,-94.1661
SALEM 1.1 WSW,44.9161,-123.0408
FAIRVIEW BOWIE NATURE CENTER,35.96889,-87.13639
QUARTZ PEAK,47.88,-117.09
ORLANDO 4.8 NNW,28.5722,-81.3958
MCROSS 3 E,37.9892,-80.68
SANTA CRUZ 5.7 N,37.0556,-122.0334
MEBANE 11.2 N,36.251,-79.2382
ODEN 1 SE,34.6008,-93.7667
KILAUEA 1134,22.21389,-159.40443
SEARCY 4.1 SE,35.1937,-91.6902
COOKEVILLE 5.4 WNW,36.1924,-85.5917
DAVIS 3SE,39.098,-79.4322
WEST FRANKFORT,37.9088,-88.9316
FLEMING ISLAND 2.2 S,30.0616,-81.7134
WEST ROCKPORT 1 NNW,44.1924,-69.1461
CLAYTON WTP,35.6408,-78.4633
BASTROP 7.6 N,30.2212,-97.3242
SALISBURY-WICOMICO REGIONAL AIRPORT,38.34083,-75.51325
COTTAGE GROVE 7.0 SSE,43.7121,-122.9794
ARLINGTON,48.2005,-122.128
NICEVILLE 3.6 SE,30.4939,-86.4398
CAMDEN 1,33.59,-92.8236
CLACKAMAS LAKE,45.1,-121.75
CARMI 3,38.0733,-88.1805
MOORHEAD,33.4516,-90.5097
GANADO 1.5 W,29.0432,-96.5367
PINE BLUFF,34.2255,-92.0185
AIEA HEIGHTS 764.6,21.3948,-157.9101
FORESTDALE CREEK,38.68,-119.96
WAPPAPELLO DAM,36.923,-90.2836
PLANTATION 3.4 E,26.1182,-80.2066
BISHOPVILLE 1ENE,34.2105,-80.2304
GREERS FERRY DAM,35.5206,-91.9997
ORLANDO EXECUTIVE AP,28.54528,-81.33306
CANE CREEK STATE PARK,33.9153,-91.7711
BOWLING GREEN,36.9987,-86.4276
HARTSVILLE,34.3949,-80.0486
STUTTGART 9 ESE,34.4744,-91.4172
MOUNT PLEASANT 4SW,34.8894,-89.6041
BARNWELL 5 ENE,33.2563,-81.2422
KATY CITY,29.8025,-95.81972
HOLLYWOOD,26.0281,-80.1341
ROUGH RIVER LAKE,37.6177,-86.5044
RAINIER 5.7 WNW,46.1139,-123.0607
DURHAM 1.2 NW,35.9914,-78.931
SCIO 2.2 N,44.7372,-122.8424
TRINITY 5.1 NW,31.0046,-95.4235
HAINES 40 NW,59.4503,-136.3615
STUTTGART,34.4763,-91.538
BARTLETT 3.6 N,35.2676,-89.8376
SMILEYBERG 1N,37.5338,-96.8813
ELIZABETH CITY,36.3096,-76.205
NEW BRAUNFELS 5.5 WNW,29.734,-98.2021
NANTUCKET COOP,41.292,-70.1706
GARNER,35.6708,-78.6608
KINZUA DAM,41.8421,-79.01706
OLD HICKORY WFO,36.247,-86.5631
PINELAND,31.2447,-93.9657
WARTRACE 0.8 ESE,35.5248,-86.3192
DILLEY 2 S,45.4633,-123.1135
CARY,35.7192,-78.7878
PARAGOULD 1S,36.0336,-90.4978
DOTHAN REGIONAL AP,31.3167,-85.45
HOLLAND 1 E,36.683,-76.7684
CLERMONT 9 S,28.4558,-81.7234
SWEET HOME 1.0 ESE,44.3968,-122.684
STAYTON,44.7894,-122.815
HOT SPRINGS 1 NNE,34.5129,-93.0487
COLUMBIA STATE POLICE,37.0897,-85.3044
TOKETEE AIRSTRIP,43.23,-122.43
BOONVILLE 4 SSW,43.4361,-75.3697
WOOLWINE 1 SE,36.77363,-80.26233
LAKE WAPPAPELLO STATE PARK,36.9381,-90.3223
SEAFORD 0.6 S,38.6408,-75.6168
SILVERTON,45.0058,-122.7739
PAINTER 2W,37.5831,-75.8217
GREATER NORTHDALE 0.4 ENE,28.1071,-82.5132
SAVANNAH INT'L AIRPORT,32.13133,-81.20237
COLD SPRINGS CAMP,42.53,-122.18
MONCKS CORNER 4 N,33.2425,-79.9869
GREENSBORO,32.7019,-87.5815
STONEWALL JACKSON DAM,39.0046,-80.474
RALEIGH 3.6 NNE,35.8713,-78.6387
BLOOMINGTON INDIANA UNIV,39.1742,-86.5214
FORT LAUDERDALE,26.1019,-80.2011
BIG SANDY 0.6 NE,36.2393,-88.08
ALUM FORK,34.7961,-92.8417
SAVANNAH 1.7 W,32.0288,-81.1601
MAYFIELD STATE POLICE,36.8583,-88.6686
PINKHAM NOTCH,44.258,-71.2525
CITRUS PARK 1.3 ENE,28.0823,-82.5493
SNOWBIRD,40.56,-111.66
GRASSY LAKE,44.13,-110.83
MUD MOUNTAIN DAM,47.1413,-121.9355
BENTON 10.9 WSW,34.536,-92.7651
MERLIN 1.7 N,42.542,-123.4263
BISHOPVILLE 3.1 E,38.4466,-75.134
EVERGREEN MIDDLETON FIELD,31.41556,-87.04417
SAINT CHARLES,34.3702,-91.1241
LYNCHBURG,35.2983,-86.3631
NEW BRAUNFELS 7.2 NW,29.7779,-98.2031
DORAVILLE 2 NNE,33.9377,-84.2701
CAESARS HEAD,35.1072,-82.6255
POPLAR BLUFF,36.7577,-90.4055
HAWKINS LAKE,48.97,-115.95
TONY GROVE LAKE,41.9,-111.63
OCEANA NAS,36.81667,-76.03333
APEX 6.1 ESE,35.6918,-78.7443
FORDYCE,33.82278,-92.39889
NORTH JUDSON 3 S,41.1734,-86.7571
HILTON HEAD ISLAND 4.0 N,32.2529,-80.735
SHALLOTTE AG,33.9283,-78.3894
GIDDINGS 5E,30.1872,-96.8594
SPENCER,39.28385,-86.77048
ALEXANDRIA INTL AP,31.33472,-92.55861
WEST COLUMBIA 1 ESE,29.1378,-95.6252
TALLAPOOSA WTR PLANT,32.4392,-86.2025
WHITE HOUSE,36.4511,-86.6455
DESTIN FORT WALTON BEACH AP,30.4,-86.47167
CLARKSDALE 2.9 SW,34.176,-90.618
UKIAH 8.4 NW,39.2206,-123.3312
JAYESS 5.6 SW,31.3006,-90.2616
LITTLE ROCK AP ADAMS FIELD,34.7273,-92.2389
GOLDSBORO 4.4 E,35.3724,-77.8984
HUNTSVILLE,30.7065,-95.5421
SAWYERS BAR RS,41.3011,-123.133
NEW HAMPTON,43.0452,-92.3123
NEWPORT MUNICIPAL AP,44.58333,-124.05
PASCAGOULA LOTT INTL AP,30.46361,-88.53194
NORTH MYRTLE BEACH,33.81619,-78.72048
WASECA SOUTHERN RESEARCH AND OUTREACH CENTER,44.0707,-93.5264
JENA,31.6782,-92.1288
JACKSON 1.0 SW,37.3693,-89.6666
FAYETTEVILLE REGIONAL AP GRANNIS FIELD,34.99139,-78.88028
BREMERTON 1.8 NE,47.5857,-122.6092
SELMA 6 SSE,32.3349,-86.9787
MARCHE,34.8808,-92.3486
EVERGLADES,25.8489,-81.3896
BENTON,34.5675,-92.6006
HOLLAND PATENT 1.1 WNW,43.2471,-75.2775
MOORE HAVEN LOCK 1,26.84,-81.0872
SPRINGFIELD 3.3 E,44.0549,-122.9116
EUREKA 2.2 S,40.7642,-124.1476
NICEVILLE 4.5 SE,30.4784,-86.4372
NEW BRAUNFELS 5.9 NW,29.7653,-98.1865
WALLOPS ISLAND FLIGHT FAC,37.93722,-75.47083
PALISADES RES 835.2,21.42972,-157.94528
LAMONT 7.7 SW,30.2925,-83.8973
MCDANIELS,37.6497,-86.4308
GALVESTON SCHOLES FLD,29.27333,-94.85917
VERNONIA NO. 2,45.8652,-123.1902
SNOW HILL 0.4 S,38.167,-75.3921
HAZARD WATER WKS,37.2471,-83.1817
JONESBORO 2 NE,35.849,-90.6589
LAKE JACKSON 0.9 SSW,29.0296,-95.451
ROHWER 2 NNE,33.8102,-91.2777
RUSSELLVILLE 1.3 NNE,36.8568,-86.8862
MIDDLESEX 5.5 SSW,35.7218,-78.2583
CHANDLERS VALLEY 1SE,41.9301,-79.297
JACKSON EXP STA,35.6213,-88.8456
HAYSVILLE 3SE,37.5195,-97.3142
CARRIERE 5.9 N,30.7039,-89.661
MOORINGSPORT 1 N,32.7052,-93.9602
LONGVIEW #2,32.5183,-94.7188
RALEIGH STATE UNIV,35.7944,-78.6988
IONIA 2 W,43.0336,-92.5018
HOUSTON WILLIAM P HOBBY AP,29.63806,-95.28194
CAMINO 2.0 WSW,38.7338,-120.711
SEXTON SUMMIT,42.6003,-123.3641
LAKELAND HIGHLANDS 0.3 SE,27.957,-81.946
FALKVILLE 5.1 E,34.3638,-86.8217
POPLAR BLUFF 4.2 NW,36.8053,-90.4619
RIPLEY,35.7178,-89.4986
SMITHVILLE 5.7 W,29.9955,-97.2512
DENNARD 10 WSW,35.7214,-92.6962
CLEVELAND 3.6 S,30.2928,-95.082
HUMBOLDT GULCH,47.53,-115.78
CASTLETON 2 S,39.8801,-86.0514
ESTACADA 2 SE,45.2686,-122.3166
MADISON 5.6 WNW,32.4902,-90.1935
PRINCESS ANNE 4.4 WSW,38.1783,-75.7689
HOLLEY,44.3525,-122.7842
MT. NEBO 1 S,38.1879,-80.8484
VAN BUREN 7.2 SW,36.9382,-91.1104
KISSIMMEE 9.3 SSW,28.1908,-81.4943
CENTER,31.8075,-94.1642
PASADENA 4.4 WNW,29.6849,-95.2197
POOLER 0.8 NNE,32.1154,-81.2509
HIGHLANDS,35.05646,-83.19822
CRESTVIEW BOB SIKES AP,30.77972,-86.5225
OSGOOD 4.1 NE,39.1692,-85.2361
CAMDEN 4.5 NE,36.1066,-88.0443
HAZLEHURST 5 SW,31.8327,-90.4541
SEBRING 4.7 WNW,27.516,-81.525
MOBILE DOWNTOWN AP,30.62639,-88.06806
GUSTAVUS,58.4111,-135.70889
HUNTSVILLE 2.8 WSW,30.702,-95.596
COLFAX,39.0911,-120.948
LAKE PROVIDENCE,32.8066,-91.173
COROLLA 11.7 NNW,36.5489,-75.8688
LONGVIEW 11 SE,32.3466,-94.6533
SMITHFIELD,35.5171,-78.3443
OLYMPIA AIRPORT,46.9733,-122.9033
GREEN HILL 0.3 N,36.2387,-86.5716
LAUREL,31.6755,-89.1236
KORAN,32.4169,-93.4428
CRESCO 1 NE,43.3894,-92.0938
DECORAH,43.3043,-91.7952
SNOW HILL 4 N,38.23173,-75.37606
PINE RIDGE,34.5833,-93.9011
SAN FELIPE 1.0 WNW,29.8029,-96.1211
COVINGTON 3  SW,35.5497,-89.7
HOUSTON SUGARLAND MEM,29.62194,-95.65667
SUN CITY CENTER 1.0 NE,27.7305,-82.3384
COLUMBUS,39.166,-85.9227
LUMBERTON REGIONAL AIRPORT,34.608,-79.0591
